Full_Date,all_beeps,Trait,Facet,Item,value
2018-11-05 11:09,1,agreeableness,Compassion,A1,4.231665231982949
2018-11-05 11:09,1,agreeableness,Compassion,A2,3.322644170460737
2018-11-05 11:09,1,agreeableness,Compassion,A3,1.4091768398390128
2018-11-05 11:09,1,agreeableness,Compassion,A4,2
2018-11-05 11:09,1,agreeableness,Respectfulness,A5,3.3284041737857506
2018-11-05 11:09,1,agreeableness,Respectfulness,A6,4
2018-11-05 11:09,1,agreeableness,Respectfulness,A7,1.0848711103700839
2018-11-05 11:09,1,agreeableness,Respectfulness,A8,2.264751492263102
2018-11-05 11:09,1,agreeableness,Trust,A10,4.058845530246637
2018-11-05 11:09,1,agreeableness,Trust,A11,2.4899514754530245
2018-11-05 11:09,1,agreeableness,Trust,A12,2.002885596995534
2018-11-05 11:09,1,agreeableness,Trust,A9,3.8659320593993862
2018-11-05 11:09,1,conscientiousness,Organization,C1,3.7708020548322865
2018-11-05 11:09,1,conscientiousness,Organization,C2,5
2018-11-05 11:09,1,conscientiousness,Organization,C3,2.741701695193208
2018-11-05 11:09,1,conscientiousness,Organization,C4,2.277951711398468
2018-11-05 11:09,1,conscientiousness,Productiveness,C5,3.5571105362733886
2018-11-05 11:09,1,conscientiousness,Productiveness,C6,3.7127176190421394
2018-11-05 11:09,1,conscientiousness,Productiveness,C7,3.034944181351065
2018-11-05 11:09,1,conscientiousness,Productiveness,C8,4
2018-11-05 11:09,1,conscientiousness,Responsibility,C10,3.68214179628913
2018-11-05 11:09,1,conscientiousness,Responsibility,C11,3.043937404009141
2018-11-05 11:09,1,conscientiousness,Responsibility,C12,2.4924273760009426
2018-11-05 11:09,1,conscientiousness,Responsibility,C9,3.82351693993034
2018-11-05 11:09,1,extraversion,Assertiveness,E5,3
2018-11-05 11:09,1,extraversion,Assertiveness,E6,2.2836812361161125
2018-11-05 11:09,1,extraversion,Assertiveness,E7,1.761147928405702
2018-11-05 11:09,1,extraversion,Assertiveness,E8,3.7917632681192686
2018-11-05 11:09,1,extraversion,Energy.Level,E10,2.334075750641216
2018-11-05 11:09,1,extraversion,Energy.Level,E11,1.9752988582016315
2018-11-05 11:09,1,extraversion,Energy.Level,E12,4
2018-11-05 11:09,1,extraversion,Energy.Level,E9,4.343601920056492
2018-11-05 11:09,1,extraversion,Sociability,E1,2.8853815131793006
2018-11-05 11:09,1,extraversion,Sociability,E2,3.1425860519852042
2018-11-05 11:09,1,extraversion,Sociability,E3,4.295497276147709
2018-11-05 11:09,1,extraversion,Sociability,E4,2.8308848473932806
2018-11-05 11:09,1,neuroticism,Anxiety,N1,3.304236498479149
2018-11-05 11:09,1,neuroticism,Anxiety,N2,4
2018-11-05 11:09,1,neuroticism,Anxiety,N3,3.211747693945264
2018-11-05 11:09,1,neuroticism,Anxiety,N4,2
2018-11-05 11:09,1,neuroticism,Depression,N5,1
2018-11-05 11:09,1,neuroticism,Depression,N6,2.650221218175137
2018-11-05 11:09,1,neuroticism,Depression,N7,2.7080539159415036
2018-11-05 11:09,1,neuroticism,Depression,N8,3.050265633214395
2018-11-05 11:09,1,neuroticism,Emotional.Volatility,N10,4
2018-11-05 11:09,1,neuroticism,Emotional.Volatility,N11,2.5230429781828154
2018-11-05 11:09,1,neuroticism,Emotional.Volatility,N12,3.3161281796956157
2018-11-05 11:09,1,neuroticism,Emotional.Volatility,N9,2.585634624905017
2018-11-05 11:09,1,openness,Aesthetic.Sensitivity,O5,2.70290139746061
2018-11-05 11:09,1,openness,Aesthetic.Sensitivity,O6,4
2018-11-05 11:09,1,openness,Aesthetic.Sensitivity,O7,2.095321872014109
2018-11-05 11:09,1,openness,Aesthetic.Sensitivity,O8,4
2018-11-05 11:09,1,openness,Creative.Imagination,O10,1.2480992384196419
2018-11-05 11:09,1,openness,Creative.Imagination,O11,4.365318020194957
2018-11-05 11:09,1,openness,Creative.Imagination,O12,2.377474594821477
2018-11-05 11:09,1,openness,Creative.Imagination,O9,3.8861369114749955
2018-11-05 11:09,1,openness,Intellectual.Curiosity,O1,4.3474735742115005
2018-11-05 11:09,1,openness,Intellectual.Curiosity,O2,2.0567007884373427
2018-11-05 11:09,1,openness,Intellectual.Curiosity,O3,2.789855767103502
2018-11-05 11:09,1,openness,Intellectual.Curiosity,O4,4.156241283347801
2018-11-05 14:44,2,agreeableness,Compassion,A1,3.627786513805031
2018-11-05 14:44,2,agreeableness,Compassion,A2,3.185205917474876
2018-11-05 14:44,2,agreeableness,Compassion,A3,3.4708723793945904
2018-11-05 14:44,2,agreeableness,Compassion,A4,1.4867705322041354
2018-11-05 14:44,2,agreeableness,Respectfulness,A5,4.142622540218506
2018-11-05 14:44,2,agreeableness,Respectfulness,A6,5
2018-11-05 14:44,2,agreeableness,Respectfulness,A7,0.6215857296363083
2018-11-05 14:44,2,agreeableness,Respectfulness,A8,1.3988181696459892
2018-11-05 14:44,2,agreeableness,Trust,A10,2.9959625026818326
2018-11-05 14:44,2,agreeableness,Trust,A11,1.2320978234853182
2018-11-05 14:44,2,agreeableness,Trust,A12,2.5827073308805732
2018-11-05 14:44,2,agreeableness,Trust,A9,5
2018-11-05 14:44,2,conscientiousness,Organization,C1,2.1037172911070297
2018-11-05 14:44,2,conscientiousness,Organization,C2,3.4901618990070165
2018-11-05 14:44,2,conscientiousness,Organization,C3,3.061206881507288
2018-11-05 14:44,2,conscientiousness,Organization,C4,2.6209948400758414
2018-11-05 14:44,2,conscientiousness,Productiveness,C5,2.977236826511484
2018-11-05 14:44,2,conscientiousness,Productiveness,C6,2.8385504732595406
2018-11-05 14:44,2,conscientiousness,Productiveness,C7,1.9680090294378199
2018-11-05 14:44,2,conscientiousness,Productiveness,C8,5.184805467982091
2018-11-05 14:44,2,conscientiousness,Responsibility,C10,3
2018-11-05 14:44,2,conscientiousness,Responsibility,C11,1.7428886809008377
2018-11-05 14:44,2,conscientiousness,Responsibility,C12,1
2018-11-05 14:44,2,conscientiousness,Responsibility,C9,2.237985367573516
2018-11-05 14:44,2,extraversion,Assertiveness,E5,2.8961213462640547
2018-11-05 14:44,2,extraversion,Assertiveness,E6,2.5192065166266895
2018-11-05 14:44,2,extraversion,Assertiveness,E7,3.3279621404223527
2018-11-05 14:44,2,extraversion,Assertiveness,E8,4.467289918716391
2018-11-05 14:44,2,extraversion,Energy.Level,E10,2
2018-11-05 14:44,2,extraversion,Energy.Level,E11,3.0978450768050423
2018-11-05 14:44,2,extraversion,Energy.Level,E12,4.867671465854371
2018-11-05 14:44,2,extraversion,Energy.Level,E9,2.6427778823926817
2018-11-05 14:44,2,extraversion,Sociability,E1,3
2018-11-05 14:44,2,extraversion,Sociability,E2,3.7427523218886263
2018-11-05 14:44,2,extraversion,Sociability,E3,3.851890620956521
2018-11-05 14:44,2,extraversion,Sociability,E4,2.0703143314151253
2018-11-05 14:44,2,neuroticism,Anxiety,N1,5
2018-11-05 14:44,2,neuroticism,Anxiety,N2,4
2018-11-05 14:44,2,neuroticism,Anxiety,N3,2.825101681791409
2018-11-05 14:44,2,neuroticism,Anxiety,N4,2.326794424752327
2018-11-05 14:44,2,neuroticism,Depression,N5,2
2018-11-05 14:44,2,neuroticism,Depression,N6,1.0991102668725474
2018-11-05 14:44,2,neuroticism,Depression,N7,2.7853807664062495
2018-11-05 14:44,2,neuroticism,Depression,N8,3.7927854833994683
2018-11-05 14:44,2,neuroticism,Emotional.Volatility,N10,2.100426135195452
2018-11-05 14:44,2,neuroticism,Emotional.Volatility,N11,3
2018-11-05 14:44,2,neuroticism,Emotional.Volatility,N12,3.6039134071292844
2018-11-05 14:44,2,neuroticism,Emotional.Volatility,N9,3.3013312151068996
2018-11-05 14:44,2,openness,Aesthetic.Sensitivity,O5,0.8885606367951722
2018-11-05 14:44,2,openness,Aesthetic.Sensitivity,O6,3
2018-11-05 14:44,2,openness,Aesthetic.Sensitivity,O7,2.531301740065954
2018-11-05 14:44,2,openness,Aesthetic.Sensitivity,O8,3.2117936783129686
2018-11-05 14:44,2,openness,Creative.Imagination,O10,0.9329116409337699
2018-11-05 14:44,2,openness,Creative.Imagination,O11,4.949822799192891
2018-11-05 14:44,2,openness,Creative.Imagination,O12,2.0573255721137693
2018-11-05 14:44,2,openness,Creative.Imagination,O9,2.1111795380765193
2018-11-05 14:44,2,openness,Intellectual.Curiosity,O1,2
2018-11-05 14:44,2,openness,Intellectual.Curiosity,O2,1.0029178665213765
2018-11-05 14:44,2,openness,Intellectual.Curiosity,O3,4.5052110999644945
2018-11-05 14:44,2,openness,Intellectual.Curiosity,O4,4.6355509224304825
2018-11-05 18:11,3,agreeableness,Compassion,A1,3.597579563986465
2018-11-05 18:11,3,agreeableness,Compassion,A2,4.620289732638297
2018-11-05 18:11,3,agreeableness,Compassion,A3,1.9744966835875049
2018-11-05 18:11,3,agreeableness,Compassion,A4,1.931362202248024
2018-11-05 18:11,3,agreeableness,Respectfulness,A5,4.571897503310779
2018-11-05 18:11,3,agreeableness,Respectfulness,A6,5.110292800656937
2018-11-05 18:11,3,agreeableness,Respectfulness,A7,1.4504594896558105
2018-11-05 18:11,3,agreeableness,Respectfulness,A8,2.1925130332861746
2018-11-05 18:11,3,agreeableness,Trust,A10,4
2018-11-05 18:11,3,agreeableness,Trust,A11,1.0381858879608223
2018-11-05 18:11,3,agreeableness,Trust,A12,3.320405690504957
2018-11-05 18:11,3,agreeableness,Trust,A9,4
2018-11-05 18:11,3,conscientiousness,Organization,C1,3.1730608076947955
2018-11-05 18:11,3,conscientiousness,Organization,C2,3.3466514542424974
2018-11-05 18:11,3,conscientiousness,Organization,C3,3.5960977441169755
2018-11-05 18:11,3,conscientiousness,Organization,C4,3.918064961766589
2018-11-05 18:11,3,conscientiousness,Productiveness,C5,3.97377345441718
2018-11-05 18:11,3,conscientiousness,Productiveness,C6,4
2018-11-05 18:11,3,conscientiousness,Productiveness,C7,3.228272743319191
2018-11-05 18:11,3,conscientiousness,Productiveness,C8,3.988690193062017
2018-11-05 18:11,3,conscientiousness,Responsibility,C10,3.6042441860423025
2018-11-05 18:11,3,conscientiousness,Responsibility,C11,4.696430055343118
2018-11-05 18:11,3,conscientiousness,Responsibility,C12,3
2018-11-05 18:11,3,conscientiousness,Responsibility,C9,4.146685813165054
2018-11-05 18:11,3,extraversion,Assertiveness,E5,3.985346896722198
2018-11-05 18:11,3,extraversion,Assertiveness,E6,2.684860311281437
2018-11-05 18:11,3,extraversion,Assertiveness,E7,2.276592634545875
2018-11-05 18:11,3,extraversion,Assertiveness,E8,2
2018-11-05 18:11,3,extraversion,Energy.Level,E10,3.5297916311934934
2018-11-05 18:11,3,extraversion,Energy.Level,E11,1.825666446716133
2018-11-05 18:11,3,extraversion,Energy.Level,E12,4
2018-11-05 18:11,3,extraversion,Energy.Level,E9,4.285454350634411
2018-11-05 18:11,3,extraversion,Sociability,E1,2.6861041233012037
2018-11-05 18:11,3,extraversion,Sociability,E2,2.7291067100142072
2018-11-05 18:11,3,extraversion,Sociability,E3,5.137020927820631
2018-11-05 18:11,3,extraversion,Sociability,E4,2.3339372424038136
2018-11-05 18:11,3,neuroticism,Anxiety,N1,3.9049541632699585
2018-11-05 18:11,3,neuroticism,Anxiety,N2,4
2018-11-05 18:11,3,neuroticism,Anxiety,N3,2.5922560525426395
2018-11-05 18:11,3,neuroticism,Anxiety,N4,1.8029926277861477
2018-11-05 18:11,3,neuroticism,Depression,N5,3
2018-11-05 18:11,3,neuroticism,Depression,N6,3.0023886085613767
2018-11-05 18:11,3,neuroticism,Depression,N7,4
