Full_Date,all_beeps,Trait,Facet,value
2019-11-04 10:40,1,agreeableness,Compassion,NA
2019-11-04 10:40,1,agreeableness,Respectfulness,NA
2019-11-04 10:40,1,agreeableness,Trust,3.5
2019-11-04 10:40,1,conscientiousness,Organization,NA
2019-11-04 10:40,1,conscientiousness,Productiveness,4
2019-11-04 10:40,1,conscientiousness,Responsibility,3
2019-11-04 10:40,1,extraversion,Assertiveness,NA
2019-11-04 10:40,1,extraversion,Energy Level,NA
2019-11-04 10:40,1,extraversion,Sociability,2.5
2019-11-04 10:40,1,neuroticism,Anxiety,2
2019-11-04 10:40,1,neuroticism,Depression,2
2019-11-04 10:40,1,neuroticism,Emotional Volatility,2.5
2019-11-04 10:40,1,openness,Aesthetic Sensitivity,4
2019-11-04 10:40,1,openness,Creative Imagination,NA
2019-11-04 10:40,1,openness,Intellectual Curiosity,4
2019-11-04 13:02,2,agreeableness,Compassion,NA
2019-11-04 13:02,2,agreeableness,Respectfulness,NA
2019-11-04 13:02,2,agreeableness,Trust,3.5
2019-11-04 13:02,2,conscientiousness,Organization,3
2019-11-04 13:02,2,conscientiousness,Productiveness,3
2019-11-04 13:02,2,conscientiousness,Responsibility,NA
2019-11-04 13:02,2,extraversion,Assertiveness,3
2019-11-04 13:02,2,extraversion,Energy Level,3
2019-11-04 13:02,2,extraversion,Sociability,NA
2019-11-04 13:02,2,neuroticism,Anxiety,2
2019-11-04 13:02,2,neuroticism,Depression,1
2019-11-04 13:02,2,neuroticism,Emotional Volatility,NA
2019-11-04 13:02,2,openness,Aesthetic Sensitivity,NA
2019-11-04 13:02,2,openness,Creative Imagination,3.5
2019-11-04 13:02,2,openness,Intellectual Curiosity,NA
2019-11-04 17:01,3,agreeableness,Compassion,4
2019-11-04 17:01,3,agreeableness,Respectfulness,3
2019-11-04 17:01,3,agreeableness,Trust,NA
2019-11-04 17:01,3,conscientiousness,Organization,NA
2019-11-04 17:01,3,conscientiousness,Productiveness,4
2019-11-04 17:01,3,conscientiousness,Responsibility,3
2019-11-04 17:01,3,extraversion,Assertiveness,3
2019-11-04 17:01,3,extraversion,Energy Level,NA
2019-11-04 17:01,3,extraversion,Sociability,NA
2019-11-04 17:01,3,neuroticism,Anxiety,3
2019-11-04 17:01,3,neuroticism,Depression,1.5
2019-11-04 17:01,3,neuroticism,Emotional Volatility,3
2019-11-04 17:01,3,openness,Aesthetic Sensitivity,3
2019-11-04 17:01,3,openness,Creative Imagination,NA
2019-11-04 17:01,3,openness,Intellectual Curiosity,3
2019-11-04 21:01,4,agreeableness,Compassion,NA
2019-11-04 21:01,4,agreeableness,Respectfulness,3
2019-11-04 21:01,4,agreeableness,Trust,3
2019-11-04 21:01,4,conscientiousness,Organization,NA
2019-11-04 21:01,4,conscientiousness,Productiveness,4
2019-11-04 21:01,4,conscientiousness,Responsibility,3
2019-11-04 21:01,4,extraversion,Assertiveness,3
2019-11-04 21:01,4,extraversion,Energy Level,NA
2019-11-04 21:01,4,extraversion,Sociability,2
2019-11-04 21:01,4,neuroticism,Anxiety,3
2019-11-04 21:01,4,neuroticism,Depression,2
2019-11-04 21:01,4,neuroticism,Emotional Volatility,2.5
2019-11-04 21:01,4,openness,Aesthetic Sensitivity,NA
2019-11-04 21:01,4,openness,Creative Imagination,4
2019-11-04 21:01,4,openness,Intellectual Curiosity,4
2019-11-05 1:00,5,agreeableness,Compassion,NA
2019-11-05 1:00,5,agreeableness,Respectfulness,NA
2019-11-05 1:00,5,agreeableness,Trust,NA
2019-11-05 1:00,5,conscientiousness,Organization,NA
2019-11-05 1:00,5,conscientiousness,Productiveness,NA
2019-11-05 1:00,5,conscientiousness,Responsibility,NA
2019-11-05 1:00,5,extraversion,Assertiveness,NA
2019-11-05 1:00,5,extraversion,Energy Level,NA
2019-11-05 1:00,5,extraversion,Sociability,NA
2019-11-05 1:00,5,neuroticism,Anxiety,NA
2019-11-05 1:00,5,neuroticism,Depression,NA
2019-11-05 1:00,5,neuroticism,Emotional Volatility,NA
2019-11-05 1:00,5,openness,Aesthetic Sensitivity,NA
2019-11-05 1:00,5,openness,Creative Imagination,NA
2019-11-05 1:00,5,openness,Intellectual Curiosity,NA
2019-11-05 5:00,6,agreeableness,Compassion,NA
2019-11-05 5:00,6,agreeableness,Respectfulness,NA
2019-11-05 5:00,6,agreeableness,Trust,NA
2019-11-05 5:00,6,conscientiousness,Organization,NA
2019-11-05 5:00,6,conscientiousness,Productiveness,NA
2019-11-05 5:00,6,conscientiousness,Responsibility,NA
2019-11-05 5:00,6,extraversion,Assertiveness,NA
2019-11-05 5:00,6,extraversion,Energy Level,NA
2019-11-05 5:00,6,extraversion,Sociability,NA
2019-11-05 5:00,6,neuroticism,Anxiety,NA
2019-11-05 5:00,6,neuroticism,Depression,NA
2019-11-05 5:00,6,neuroticism,Emotional Volatility,NA
2019-11-05 5:00,6,openness,Aesthetic Sensitivity,NA
2019-11-05 5:00,6,openness,Creative Imagination,NA
2019-11-05 5:00,6,openness,Intellectual Curiosity,NA
2019-11-05 9:28,7,agreeableness,Compassion,3
2019-11-05 9:28,7,agreeableness,Respectfulness,3
2019-11-05 9:28,7,agreeableness,Trust,NA
2019-11-05 9:28,7,conscientiousness,Organization,NA
2019-11-05 9:28,7,conscientiousness,Productiveness,NA
2019-11-05 9:28,7,conscientiousness,Responsibility,3.5
2019-11-05 9:28,7,extraversion,Assertiveness,2
2019-11-05 9:28,7,extraversion,Energy Level,3
2019-11-05 9:28,7,extraversion,Sociability,NA
2019-11-05 9:28,7,neuroticism,Anxiety,3
2019-11-05 9:28,7,neuroticism,Depression,2
2019-11-05 9:28,7,neuroticism,Emotional Volatility,2
2019-11-05 9:28,7,openness,Aesthetic Sensitivity,3
2019-11-05 9:28,7,openness,Creative Imagination,3
2019-11-05 9:28,7,openness,Intellectual Curiosity,NA
2019-11-05 13:01,8,agreeableness,Compassion,3
2019-11-05 13:01,8,agreeableness,Respectfulness,NA
2019-11-05 13:01,8,agreeableness,Trust,NA
2019-11-05 13:01,8,conscientiousness,Organization,3
2019-11-05 13:01,8,conscientiousness,Productiveness,3
2019-11-05 13:01,8,conscientiousness,Responsibility,NA
2019-11-05 13:01,8,extraversion,Assertiveness,3
2019-11-05 13:01,8,extraversion,Energy Level,NA
2019-11-05 13:01,8,extraversion,Sociability,2
2019-11-05 13:01,8,neuroticism,Anxiety,2.5
2019-11-05 13:01,8,neuroticism,Depression,3
2019-11-05 13:01,8,neuroticism,Emotional Volatility,2
2019-11-05 13:01,8,openness,Aesthetic Sensitivity,3
2019-11-05 13:01,8,openness,Creative Imagination,3
2019-11-05 13:01,8,openness,Intellectual Curiosity,NA
2019-11-05 17:01,9,agreeableness,Compassion,3
2019-11-05 17:01,9,agreeableness,Respectfulness,NA
2019-11-05 17:01,9,agreeableness,Trust,3
2019-11-05 17:01,9,conscientiousness,Organization,NA
2019-11-05 17:01,9,conscientiousness,Productiveness,2
2019-11-05 17:01,9,conscientiousness,Responsibility,3
2019-11-05 17:01,9,extraversion,Assertiveness,NA
2019-11-05 17:01,9,extraversion,Energy Level,3.5
2019-11-05 17:01,9,extraversion,Sociability,NA
2019-11-05 17:01,9,neuroticism,Anxiety,2
2019-11-05 17:01,9,neuroticism,Depression,3
2019-11-05 17:01,9,neuroticism,Emotional Volatility,3
2019-11-05 17:01,9,openness,Aesthetic Sensitivity,NA
2019-11-05 17:01,9,openness,Creative Imagination,4
2019-11-05 17:01,9,openness,Intellectual Curiosity,4
2019-11-05 21:00,10,agreeableness,Compassion,NA
2019-11-05 21:00,10,agreeableness,Respectfulness,NA
2019-11-05 21:00,10,agreeableness,Trust,NA
2019-11-05 21:00,10,conscientiousness,Organization,NA
2019-11-05 21:00,10,conscientiousness,Productiveness,NA
2019-11-05 21:00,10,conscientiousness,Responsibility,NA
2019-11-05 21:00,10,extraversion,Assertiveness,NA
2019-11-05 21:00,10,extraversion,Energy Level,NA
2019-11-05 21:00,10,extraversion,Sociability,NA
2019-11-05 21:00,10,neuroticism,Anxiety,NA
2019-11-05 21:00,10,neuroticism,Depression,NA
2019-11-05 21:00,10,neuroticism,Emotional Volatility,NA
2019-11-05 21:00,10,openness,Aesthetic Sensitivity,NA
2019-11-05 21:00,10,openness,Creative Imagination,NA
2019-11-05 21:00,10,openness,Intellectual Curiosity,NA
2019-11-06 1:00,11,agreeableness,Compassion,NA
2019-11-06 1:00,11,agreeableness,Respectfulness,NA
2019-11-06 1:00,11,agreeableness,Trust,NA
2019-11-06 1:00,11,conscientiousness,Organization,NA
2019-11-06 1:00,11,conscientiousness,Productiveness,NA
