Full_Date,all_beeps,Trait,Facet,value
2018-10-29 11:31,1,agreeableness,Compassion,NA
2018-10-29 11:31,1,agreeableness,Respectfulness,3
2018-10-29 11:31,1,agreeableness,Trust,4
2018-10-29 11:31,1,conscientiousness,Organization,4
2018-10-29 11:31,1,conscientiousness,Productiveness,4
2018-10-29 11:31,1,conscientiousness,Responsibility,NA
2018-10-29 11:31,1,extraversion,Assertiveness,4
2018-10-29 11:31,1,extraversion,Energy Level,3
2018-10-29 11:31,1,extraversion,Sociability,NA
2018-10-29 11:31,1,neuroticism,Anxiety,3
2018-10-29 11:31,1,neuroticism,Depression,3
2018-10-29 11:31,1,neuroticism,Emotional Volatility,3
2018-10-29 11:31,1,openness,Aesthetic Sensitivity,4
2018-10-29 11:31,1,openness,Creative Imagination,NA
2018-10-29 11:31,1,openness,Intellectual Curiosity,4
2018-10-29 15:17,2,agreeableness,Compassion,4.333333333333333
2018-10-29 15:17,2,agreeableness,Respectfulness,NA
2018-10-29 15:17,2,agreeableness,Trust,NA
2018-10-29 15:17,2,conscientiousness,Organization,NA
2018-10-29 15:17,2,conscientiousness,Productiveness,NA
2018-10-29 15:17,2,conscientiousness,Responsibility,4.5
2018-10-29 15:17,2,extraversion,Assertiveness,3
2018-10-29 15:17,2,extraversion,Energy Level,NA
2018-10-29 15:17,2,extraversion,Sociability,4
2018-10-29 15:17,2,neuroticism,Anxiety,1
2018-10-29 15:17,2,neuroticism,Depression,1
2018-10-29 15:17,2,neuroticism,Emotional Volatility,2
2018-10-29 15:17,2,openness,Aesthetic Sensitivity,NA
2018-10-29 15:17,2,openness,Creative Imagination,NA
2018-10-29 15:17,2,openness,Intellectual Curiosity,3
2018-10-29 19:00,3,agreeableness,Compassion,NA
2018-10-29 19:00,3,agreeableness,Respectfulness,NA
2018-10-29 19:00,3,agreeableness,Trust,NA
2018-10-29 19:00,3,conscientiousness,Organization,NA
2018-10-29 19:00,3,conscientiousness,Productiveness,NA
2018-10-29 19:00,3,conscientiousness,Responsibility,NA
2018-10-29 19:00,3,extraversion,Assertiveness,NA
2018-10-29 19:00,3,extraversion,Energy Level,NA
2018-10-29 19:00,3,extraversion,Sociability,NA
2018-10-29 19:00,3,neuroticism,Anxiety,NA
2018-10-29 19:00,3,neuroticism,Depression,NA
