Full_Date,all_beeps,Trait,Facet,value
2019-04-29 11:01,1,agreeableness,Compassion,NA
2019-04-29 11:01,1,agreeableness,Respectfulness,1
2019-04-29 11:01,1,agreeableness,Trust,2
2019-04-29 11:01,1,conscientiousness,Organization,NA
2019-04-29 11:01,1,conscientiousness,Productiveness,1.5
2019-04-29 11:01,1,conscientiousness,Responsibility,NA
2019-04-29 11:01,1,extraversion,Assertiveness,NA
2019-04-29 11:01,1,extraversion,Energy Level,NA
2019-04-29 11:01,1,extraversion,Sociability,3
2019-04-29 11:01,1,neuroticism,Anxiety,5
2019-04-29 11:01,1,neuroticism,Depression,3
2019-04-29 11:01,1,neuroticism,Emotional Volatility,3
2019-04-29 11:01,1,openness,Aesthetic Sensitivity,NA
2019-04-29 11:01,1,openness,Creative Imagination,2
2019-04-29 11:01,1,openness,Intellectual Curiosity,3
2019-04-29 15:07,2,agreeableness,Compassion,4
2019-04-29 15:07,2,agreeableness,Respectfulness,3
2019-04-29 15:07,2,agreeableness,Trust,NA
2019-04-29 15:07,2,conscientiousness,Organization,5
2019-04-29 15:07,2,conscientiousness,Productiveness,4
2019-04-29 15:07,2,conscientiousness,Responsibility,NA
2019-04-29 15:07,2,extraversion,Assertiveness,NA
2019-04-29 15:07,2,extraversion,Energy Level,4.5
2019-04-29 15:07,2,extraversion,Sociability,NA
2019-04-29 15:07,2,neuroticism,Anxiety,1
2019-04-29 15:07,2,neuroticism,Depression,1
2019-04-29 15:07,2,neuroticism,Emotional Volatility,1
2019-04-29 15:07,2,openness,Aesthetic Sensitivity,5
2019-04-29 15:07,2,openness,Creative Imagination,NA
2019-04-29 15:07,2,openness,Intellectual Curiosity,5
2019-04-29 19:01,3,agreeableness,Compassion,5
2019-04-29 19:01,3,agreeableness,Respectfulness,NA
2019-04-29 19:01,3,agreeableness,Trust,3
2019-04-29 19:01,3,conscientiousness,Organization,5
2019-04-29 19:01,3,conscientiousness,Productiveness,NA
2019-04-29 19:01,3,conscientiousness,Responsibility,2
2019-04-29 19:01,3,extraversion,Assertiveness,NA
2019-04-29 19:01,3,extraversion,Energy Level,5
2019-04-29 19:01,3,extraversion,Sociability,5
2019-04-29 19:01,3,neuroticism,Anxiety,1
2019-04-29 19:01,3,neuroticism,Depression,1
2019-04-29 19:01,3,neuroticism,Emotional Volatility,1
2019-04-29 19:01,3,openness,Aesthetic Sensitivity,NA
2019-04-29 19:01,3,openness,Creative Imagination,5
2019-04-29 19:01,3,openness,Intellectual Curiosity,5
2019-04-29 23:05,4,agreeableness,Compassion,NA
2019-04-29 23:05,4,agreeableness,Respectfulness,5
2019-04-29 23:05,4,agreeableness,Trust,4
2019-04-29 23:05,4,conscientiousness,Organization,4
2019-04-29 23:05,4,conscientiousness,Productiveness,NA
2019-04-29 23:05,4,conscientiousness,Responsibility,2
2019-04-29 23:05,4,extraversion,Assertiveness,4
2019-04-29 23:05,4,extraversion,Energy Level,4
2019-04-29 23:05,4,extraversion,Sociability,NA
2019-04-29 23:05,4,neuroticism,Anxiety,2.5
2019-04-29 23:05,4,neuroticism,Depression,3
2019-04-29 23:05,4,neuroticism,Emotional Volatility,NA
2019-04-29 23:05,4,openness,Aesthetic Sensitivity,4
2019-04-29 23:05,4,openness,Creative Imagination,2
2019-04-29 23:05,4,openness,Intellectual Curiosity,NA
2019-04-30 3:00,5,agreeableness,Compassion,NA
2019-04-30 3:00,5,agreeableness,Respectfulness,NA
2019-04-30 3:00,5,agreeableness,Trust,NA
2019-04-30 3:00,5,conscientiousness,Organization,NA
2019-04-30 3:00,5,conscientiousness,Productiveness,NA
2019-04-30 3:00,5,conscientiousness,Responsibility,NA
2019-04-30 3:00,5,extraversion,Assertiveness,NA
2019-04-30 3:00,5,extraversion,Energy Level,NA
2019-04-30 3:00,5,extraversion,Sociability,NA
2019-04-30 3:00,5,neuroticism,Anxiety,NA
2019-04-30 3:00,5,neuroticism,Depression,NA
2019-04-30 3:00,5,neuroticism,Emotional Volatility,NA
2019-04-30 3:00,5,openness,Aesthetic Sensitivity,NA
2019-04-30 3:00,5,openness,Creative Imagination,NA
2019-04-30 3:00,5,openness,Intellectual Curiosity,NA
2019-04-30 7:00,6,agreeableness,Compassion,NA
2019-04-30 7:00,6,agreeableness,Respectfulness,NA
2019-04-30 7:00,6,agreeableness,Trust,NA
2019-04-30 7:00,6,conscientiousness,Organization,NA
2019-04-30 7:00,6,conscientiousness,Productiveness,NA
2019-04-30 7:00,6,conscientiousness,Responsibility,NA
2019-04-30 7:00,6,extraversion,Assertiveness,NA
2019-04-30 7:00,6,extraversion,Energy Level,NA
2019-04-30 7:00,6,extraversion,Sociability,NA
2019-04-30 7:00,6,neuroticism,Anxiety,NA
2019-04-30 7:00,6,neuroticism,Depression,NA
2019-04-30 7:00,6,neuroticism,Emotional Volatility,NA
2019-04-30 7:00,6,openness,Aesthetic Sensitivity,NA
2019-04-30 7:00,6,openness,Creative Imagination,NA
2019-04-30 7:00,6,openness,Intellectual Curiosity,NA
2019-04-30 11:10,7,agreeableness,Compassion,NA
2019-04-30 11:10,7,agreeableness,Respectfulness,4
2019-04-30 11:10,7,agreeableness,Trust,3
2019-04-30 11:10,7,conscientiousness,Organization,NA
2019-04-30 11:10,7,conscientiousness,Productiveness,5
2019-04-30 11:10,7,conscientiousness,Responsibility,5
2019-04-30 11:10,7,extraversion,Assertiveness,1
2019-04-30 11:10,7,extraversion,Energy Level,NA
2019-04-30 11:10,7,extraversion,Sociability,5
2019-04-30 11:10,7,neuroticism,Anxiety,1
2019-04-30 11:10,7,neuroticism,Depression,1
2019-04-30 11:10,7,neuroticism,Emotional Volatility,1
2019-04-30 11:10,7,openness,Aesthetic Sensitivity,5
2019-04-30 11:10,7,openness,Creative Imagination,NA
2019-04-30 11:10,7,openness,Intellectual Curiosity,5
2019-04-30 15:04,8,agreeableness,Compassion,NA
2019-04-30 15:04,8,agreeableness,Respectfulness,3
2019-04-30 15:04,8,agreeableness,Trust,5
2019-04-30 15:04,8,conscientiousness,Organization,5
2019-04-30 15:04,8,conscientiousness,Productiveness,NA
2019-04-30 15:04,8,conscientiousness,Responsibility,NA
2019-04-30 15:04,8,extraversion,Assertiveness,4
2019-04-30 15:04,8,extraversion,Energy Level,NA
2019-04-30 15:04,8,extraversion,Sociability,5
2019-04-30 15:04,8,neuroticism,Anxiety,1
2019-04-30 15:04,8,neuroticism,Depression,1
2019-04-30 15:04,8,neuroticism,Emotional Volatility,1
2019-04-30 15:04,8,openness,Aesthetic Sensitivity,5
2019-04-30 15:04,8,openness,Creative Imagination,5
2019-04-30 15:04,8,openness,Intellectual Curiosity,NA
2019-04-30 19:01,9,agreeableness,Compassion,5
2019-04-30 19:01,9,agreeableness,Respectfulness,NA
2019-04-30 19:01,9,agreeableness,Trust,NA
2019-04-30 19:01,9,conscientiousness,Organization,NA
2019-04-30 19:01,9,conscientiousness,Productiveness,NA
2019-04-30 19:01,9,conscientiousness,Responsibility,5
2019-04-30 19:01,9,extraversion,Assertiveness,NA
2019-04-30 19:01,9,extraversion,Energy Level,5
2019-04-30 19:01,9,extraversion,Sociability,5
2019-04-30 19:01,9,neuroticism,Anxiety,3
2019-04-30 19:01,9,neuroticism,Depression,1
2019-04-30 19:01,9,neuroticism,Emotional Volatility,1
2019-04-30 19:01,9,openness,Aesthetic Sensitivity,NA
2019-04-30 19:01,9,openness,Creative Imagination,5
2019-04-30 19:01,9,openness,Intellectual Curiosity,5
2019-04-30 23:04,10,agreeableness,Compassion,5
2019-04-30 23:04,10,agreeableness,Respectfulness,NA
2019-04-30 23:04,10,agreeableness,Trust,3
2019-04-30 23:04,10,conscientiousness,Organization,5
2019-04-30 23:04,10,conscientiousness,Productiveness,5
2019-04-30 23:04,10,conscientiousness,Responsibility,NA
2019-04-30 23:04,10,extraversion,Assertiveness,1
2019-04-30 23:04,10,extraversion,Energy Level,5
2019-04-30 23:04,10,extraversion,Sociability,NA
2019-04-30 23:04,10,neuroticism,Anxiety,1
2019-04-30 23:04,10,neuroticism,Depression,1
2019-04-30 23:04,10,neuroticism,Emotional Volatility,1
2019-04-30 23:04,10,openness,Aesthetic Sensitivity,NA
2019-04-30 23:04,10,openness,Creative Imagination,5
2019-04-30 23:04,10,openness,Intellectual Curiosity,5
2019-05-01 3:00,11,agreeableness,Compassion,NA
2019-05-01 3:00,11,agreeableness,Respectfulness,NA
2019-05-01 3:00,11,agreeableness,Trust,NA
2019-05-01 3:00,11,conscientiousness,Organization,NA
2019-05-01 3:00,11,conscientiousness,Productiveness,NA
2019-05-01 3:00,11,conscientiousness,Responsibility,NA
2019-05-01 3:00,11,extraversion,Assertiveness,NA
2019-05-01 3:00,11,extraversion,Energy Level,NA
2019-05-01 3:00,11,extraversion,Sociability,NA
2019-05-01 3:00,11,neuroticism,Anxiety,NA
2019-05-01 3:00,11,neuroticism,Depression,NA
2019-05-01 3:00,11,neuroticism,Emotional Volatility,NA
2019-05-01 3:00,11,openness,Aesthetic Sensitivity,NA
2019-05-01 3:00,11,openness,Creative Imagination,NA
2019-05-01 3:00,11,openness,Intellectual Curiosity,NA
2019-05-01 7:00,12,agreeableness,Compassion,NA
2019-05-01 7:00,12,agreeableness,Respectfulness,NA
2019-05-01 7:00,12,agreeableness,Trust,NA
2019-05-01 7:00,12,conscientiousness,Organization,NA
2019-05-01 7:00,12,conscientiousness,Productiveness,NA
2019-05-01 7:00,12,conscientiousness,Responsibility,NA
2019-05-01 7:00,12,extraversion,Assertiveness,NA
2019-05-01 7:00,12,extraversion,Energy Level,NA
2019-05-01 7:00,12,extraversion,Sociability,NA
2019-05-01 7:00,12,neuroticism,Anxiety,NA
2019-05-01 7:00,12,neuroticism,Depression,NA
2019-05-01 7:00,12,neuroticism,Emotional Volatility,NA
2019-05-01 7:00,12,openness,Aesthetic Sensitivity,NA
2019-05-01 7:00,12,openness,Creative Imagination,NA
2019-05-01 7:00,12,openness,Intellectual Curiosity,NA
2019-05-01 11:04,13,agreeableness,Compassion,NA
2019-05-01 11:04,13,agreeableness,Respectfulness,5
2019-05-01 11:04,13,agreeableness,Trust,3
2019-05-01 11:04,13,conscientiousness,Organization,NA
2019-05-01 11:04,13,conscientiousness,Productiveness,NA
2019-05-01 11:04,13,conscientiousness,Responsibility,4.5
2019-05-01 11:04,13,extraversion,Assertiveness,NA
2019-05-01 11:04,13,extraversion,Energy Level,5
2019-05-01 11:04,13,extraversion,Sociability,NA
2019-05-01 11:04,13,neuroticism,Anxiety,1
2019-05-01 11:04,13,neuroticism,Depression,1
2019-05-01 11:04,13,neuroticism,Emotional Volatility,1
2019-05-01 11:04,13,openness,Aesthetic Sensitivity,5
2019-05-01 11:04,13,openness,Creative Imagination,NA
2019-05-01 11:04,13,openness,Intellectual Curiosity,NA
2019-05-01 15:06,14,agreeableness,Compassion,5
2019-05-01 15:06,14,agreeableness,Respectfulness,NA
2019-05-01 15:06,14,agreeableness,Trust,3
2019-05-01 15:06,14,conscientiousness,Organization,5
2019-05-01 15:06,14,conscientiousness,Productiveness,NA
2019-05-01 15:06,14,conscientiousness,Responsibility,5
