Full_Date,all_beeps,Trait,Facet,value
2018-10-29 10:26,1,agreeableness,Compassion,NA
2018-10-29 10:26,1,agreeableness,Respectfulness,4
2018-10-29 10:26,1,agreeableness,Trust,3
2018-10-29 10:26,1,conscientiousness,Organization,NA
2018-10-29 10:26,1,conscientiousness,Productiveness,3
2018-10-29 10:26,1,conscientiousness,Responsibility,3
2018-10-29 10:26,1,extraversion,Assertiveness,4
2018-10-29 10:26,1,extraversion,Energy Level,4
2018-10-29 10:26,1,extraversion,Sociability,NA
2018-10-29 10:26,1,neuroticism,Anxiety,2
2018-10-29 10:26,1,neuroticism,Depression,1
2018-10-29 10:26,1,neuroticism,Emotional Volatility,2
2018-10-29 10:26,1,openness,Aesthetic Sensitivity,4
2018-10-29 10:26,1,openness,Creative Imagination,3
2018-10-29 10:26,1,openness,Intellectual Curiosity,NA
2018-10-29 14:23,2,agreeableness,Compassion,NA
2018-10-29 14:23,2,agreeableness,Respectfulness,5
2018-10-29 14:23,2,agreeableness,Trust,3
2018-10-29 14:23,2,conscientiousness,Organization,5
2018-10-29 14:23,2,conscientiousness,Productiveness,NA
2018-10-29 14:23,2,conscientiousness,Responsibility,5
2018-10-29 14:23,2,extraversion,Assertiveness,5
2018-10-29 14:23,2,extraversion,Energy Level,3
2018-10-29 14:23,2,extraversion,Sociability,NA
2018-10-29 14:23,2,neuroticism,Anxiety,1.3333333333333333
2018-10-29 14:23,2,neuroticism,Depression,1
2018-10-29 14:23,2,neuroticism,Emotional Volatility,NA
2018-10-29 14:23,2,openness,Aesthetic Sensitivity,NA
2018-10-29 14:23,2,openness,Creative Imagination,3
2018-10-29 14:23,2,openness,Intellectual Curiosity,4
2018-10-29 18:00,3,agreeableness,Compassion,NA
2018-10-29 18:00,3,agreeableness,Respectfulness,NA
2018-10-29 18:00,3,agreeableness,Trust,NA
2018-10-29 18:00,3,conscientiousness,Organization,NA
2018-10-29 18:00,3,conscientiousness,Productiveness,NA
2018-10-29 18:00,3,conscientiousness,Responsibility,NA
2018-10-29 18:00,3,extraversion,Assertiveness,NA
2018-10-29 18:00,3,extraversion,Energy Level,NA
2018-10-29 18:00,3,extraversion,Sociability,NA
2018-10-29 18:00,3,neuroticism,Anxiety,NA
2018-10-29 18:00,3,neuroticism,Depression,NA
2018-10-29 18:00,3,neuroticism,Emotional Volatility,NA
2018-10-29 18:00,3,openness,Aesthetic Sensitivity,NA
2018-10-29 18:00,3,openness,Creative Imagination,NA
2018-10-29 18:00,3,openness,Intellectual Curiosity,NA
2018-10-29 22:50,4,agreeableness,Compassion,NA
2018-10-29 22:50,4,agreeableness,Respectfulness,5
2018-10-29 22:50,4,agreeableness,Trust,4
2018-10-29 22:50,4,conscientiousness,Organization,4
2018-10-29 22:50,4,conscientiousness,Productiveness,NA
2018-10-29 22:50,4,conscientiousness,Responsibility,4
2018-10-29 22:50,4,extraversion,Assertiveness,5
2018-10-29 22:50,4,extraversion,Energy Level,5
2018-10-29 22:50,4,extraversion,Sociability,NA
2018-10-29 22:50,4,neuroticism,Anxiety,1
2018-10-29 22:50,4,neuroticism,Depression,1
2018-10-29 22:50,4,neuroticism,Emotional Volatility,2
2018-10-29 22:50,4,openness,Aesthetic Sensitivity,4
2018-10-29 22:50,4,openness,Creative Imagination,NA
2018-10-29 22:50,4,openness,Intellectual Curiosity,5
2018-10-30 2:00,5,agreeableness,Compassion,NA
2018-10-30 2:00,5,agreeableness,Respectfulness,NA
2018-10-30 2:00,5,agreeableness,Trust,NA
2018-10-30 2:00,5,conscientiousness,Organization,NA
2018-10-30 2:00,5,conscientiousness,Productiveness,NA
