Full_Date,all_beeps,Trait,Facet,value
2018-10-29 9:26,1,agreeableness,Compassion,3
2018-10-29 9:26,1,agreeableness,Respectfulness,5
2018-10-29 9:26,1,agreeableness,Trust,NA
2018-10-29 9:26,1,conscientiousness,Organization,NA
2018-10-29 9:26,1,conscientiousness,Productiveness,4
2018-10-29 9:26,1,conscientiousness,Responsibility,5
2018-10-29 9:26,1,extraversion,Assertiveness,NA
2018-10-29 9:26,1,extraversion,Energy Level,3
2018-10-29 9:26,1,extraversion,Sociability,4
2018-10-29 9:26,1,neuroticism,Anxiety,4
2018-10-29 9:26,1,neuroticism,Depression,3
2018-10-29 9:26,1,neuroticism,Emotional Volatility,1
2018-10-29 9:26,1,openness,Aesthetic Sensitivity,NA
2018-10-29 9:26,1,openness,Creative Imagination,3
2018-10-29 9:26,1,openness,Intellectual Curiosity,NA
2018-10-29 14:33,2,agreeableness,Compassion,2
2018-10-29 14:33,2,agreeableness,Respectfulness,3
2018-10-29 14:33,2,agreeableness,Trust,NA
2018-10-29 14:33,2,conscientiousness,Organization,1
2018-10-29 14:33,2,conscientiousness,Productiveness,NA
2018-10-29 14:33,2,conscientiousness,Responsibility,2
2018-10-29 14:33,2,extraversion,Assertiveness,1
2018-10-29 14:33,2,extraversion,Energy Level,NA
2018-10-29 14:33,2,extraversion,Sociability,3
2018-10-29 14:33,2,neuroticism,Anxiety,4
2018-10-29 14:33,2,neuroticism,Depression,2
2018-10-29 14:33,2,neuroticism,Emotional Volatility,1
2018-10-29 14:33,2,openness,Aesthetic Sensitivity,4.5
2018-10-29 14:33,2,openness,Creative Imagination,NA
2018-10-29 14:33,2,openness,Intellectual Curiosity,NA
2018-10-29 17:09,3,agreeableness,Compassion,2
2018-10-29 17:09,3,agreeableness,Respectfulness,NA
2018-10-29 17:09,3,agreeableness,Trust,2
2018-10-29 17:09,3,conscientiousness,Organization,NA
2018-10-29 17:09,3,conscientiousness,Productiveness,1
2018-10-29 17:09,3,conscientiousness,Responsibility,1
2018-10-29 17:09,3,extraversion,Assertiveness,NA
2018-10-29 17:09,3,extraversion,Energy Level,4
2018-10-29 17:09,3,extraversion,Sociability,4
