Full_Date,all_beeps,Trait,Facet,value
2019-12-09 8:00,1,agreeableness,Compassion,NA
2019-12-09 8:00,1,agreeableness,Respectfulness,NA
2019-12-09 8:00,1,agreeableness,Trust,NA
2019-12-09 8:00,1,conscientiousness,Organization,NA
2019-12-09 8:00,1,conscientiousness,Productiveness,NA
2019-12-09 8:00,1,conscientiousness,Responsibility,NA
2019-12-09 8:00,1,extraversion,Assertiveness,NA
2019-12-09 8:00,1,extraversion,Energy.Level,NA
2019-12-09 8:00,1,extraversion,Sociability,NA
2019-12-09 8:00,1,neuroticism,Anxiety,NA
2019-12-09 8:00,1,neuroticism,Depression,NA
2019-12-09 8:00,1,neuroticism,Emotional.Volatility,NA
2019-12-09 8:00,1,openness,Aesthetic.Sensitivity,NA
2019-12-09 8:00,1,openness,Creative.Imagination,NA
2019-12-09 8:00,1,openness,Intellectual.Curiosity,NA
2019-12-09 13:04,2,agreeableness,Compassion,3
2019-12-09 13:04,2,agreeableness,Respectfulness,3.2754310106523334
2019-12-09 13:04,2,agreeableness,Trust,3
2019-12-09 13:04,2,conscientiousness,Organization,4
2019-12-09 13:04,2,conscientiousness,Productiveness,0.16038344877611221
2019-12-09 13:04,2,conscientiousness,Responsibility,0.9300734145611989
2019-12-09 13:04,2,extraversion,Assertiveness,2
2019-12-09 13:04,2,extraversion,Energy.Level,1.6620891433916067
2019-12-09 13:04,2,extraversion,Sociability,2.8364797714198944
2019-12-09 13:04,2,neuroticism,Anxiety,3
2019-12-09 13:04,2,neuroticism,Depression,2
2019-12-09 13:04,2,neuroticism,Emotional.Volatility,2
2019-12-09 13:04,2,openness,Aesthetic.Sensitivity,0.9902330451858674
2019-12-09 13:04,2,openness,Creative.Imagination,4
2019-12-09 13:04,2,openness,Intellectual.Curiosity,2
2019-12-09 16:06,3,agreeableness,Compassion,3.7440008093257173
2019-12-09 16:06,3,agreeableness,Respectfulness,3.5
2019-12-09 16:06,3,agreeableness,Trust,2.5001382879770766
2019-12-09 16:06,3,conscientiousness,Organization,3.6032536810882134
2019-12-09 16:06,3,conscientiousness,Productiveness,4
2019-12-09 16:06,3,conscientiousness,Responsibility,4
2019-12-09 16:06,3,extraversion,Assertiveness,2.040966824438727
2019-12-09 16:06,3,extraversion,Energy.Level,2
2019-12-09 16:06,3,extraversion,Sociability,2
2019-12-09 16:06,3,neuroticism,Anxiety,2
2019-12-09 16:06,3,neuroticism,Depression,2
2019-12-09 16:06,3,neuroticism,Emotional.Volatility,2.2234266478823086
2019-12-09 16:06,3,openness,Aesthetic.Sensitivity,3.348632052634699
2019-12-09 16:06,3,openness,Creative.Imagination,4
2019-12-09 16:06,3,openness,Intellectual.Curiosity,2.86227939592353
2019-12-09 21:07,4,agreeableness,Compassion,3
2019-12-09 21:07,4,agreeableness,Respectfulness,4
2019-12-09 21:07,4,agreeableness,Trust,2.6676048527475995
2019-12-09 21:07,4,conscientiousness,Organization,4
2019-12-09 21:07,4,conscientiousness,Productiveness,2.5227068299688655
2019-12-09 21:07,4,conscientiousness,Responsibility,4
2019-12-09 21:07,4,extraversion,Assertiveness,3.181281188161659
2019-12-09 21:07,4,extraversion,Energy.Level,2.8548160143300354
2019-12-09 21:07,4,extraversion,Sociability,4
2019-12-09 21:07,4,neuroticism,Anxiety,2
2019-12-09 21:07,4,neuroticism,Depression,2
2019-12-09 21:07,4,neuroticism,Emotional.Volatility,2
