Full_Date,all_beeps,Trait,Facet,value
2018-11-06 10:00,1,agreeableness,Compassion,NA
2018-11-06 10:00,1,agreeableness,Respectfulness,NA
2018-11-06 10:00,1,agreeableness,Trust,NA
2018-11-06 10:00,1,conscientiousness,Organization,NA
2018-11-06 10:00,1,conscientiousness,Productiveness,NA
2018-11-06 10:00,1,conscientiousness,Responsibility,NA
2018-11-06 10:00,1,extraversion,Assertiveness,NA
2018-11-06 10:00,1,extraversion,Energy.Level,NA
2018-11-06 10:00,1,extraversion,Sociability,NA
2018-11-06 10:00,1,neuroticism,Anxiety,NA
2018-11-06 10:00,1,neuroticism,Depression,NA
2018-11-06 10:00,1,neuroticism,Emotional.Volatility,NA
2018-11-06 10:00,1,openness,Aesthetic.Sensitivity,NA
2018-11-06 10:00,1,openness,Creative.Imagination,NA
2018-11-06 10:00,1,openness,Intellectual.Curiosity,NA
2018-11-06 14:00,2,agreeableness,Compassion,NA
2018-11-06 14:00,2,agreeableness,Respectfulness,NA
2018-11-06 14:00,2,agreeableness,Trust,NA
2018-11-06 14:00,2,conscientiousness,Organization,NA
2018-11-06 14:00,2,conscientiousness,Productiveness,NA
2018-11-06 14:00,2,conscientiousness,Responsibility,NA
2018-11-06 14:00,2,extraversion,Assertiveness,NA
2018-11-06 14:00,2,extraversion,Energy.Level,NA
2018-11-06 14:00,2,extraversion,Sociability,NA
2018-11-06 14:00,2,neuroticism,Anxiety,NA
2018-11-06 14:00,2,neuroticism,Depression,NA
2018-11-06 14:00,2,neuroticism,Emotional.Volatility,NA
2018-11-06 14:00,2,openness,Aesthetic.Sensitivity,NA
2018-11-06 14:00,2,openness,Creative.Imagination,NA
2018-11-06 14:00,2,openness,Intellectual.Curiosity,NA
2018-11-06 19:05,3,agreeableness,Compassion,4
2018-11-06 19:05,3,agreeableness,Respectfulness,2.3364193133708877
2018-11-06 19:05,3,agreeableness,Trust,3
2018-11-06 19:05,3,conscientiousness,Organization,4
2018-11-06 19:05,3,conscientiousness,Productiveness,1.662995151265684
2018-11-06 19:05,3,conscientiousness,Responsibility,2.3923119631717817
2018-11-06 19:05,3,extraversion,Assertiveness,1.6557693252664425
2018-11-06 19:05,3,extraversion,Energy.Level,3
