Full_Date,all_beeps,Trait,Facet,value
2019-11-18 21:16,1,agreeableness,Compassion,2.9450083261009654
2019-11-18 21:16,1,agreeableness,Respectfulness,3.6666666666666665
2019-11-18 21:16,1,agreeableness,Trust,3.2190542319875357
2019-11-18 21:16,1,conscientiousness,Organization,3
2019-11-18 21:16,1,conscientiousness,Productiveness,4
2019-11-18 21:16,1,conscientiousness,Responsibility,3.2347168690586057
2019-11-18 21:16,1,extraversion,Assertiveness,4.142187074057757
2019-11-18 21:16,1,extraversion,Energy.Level,3
2019-11-18 21:16,1,extraversion,Sociability,4.476378504154906
2019-11-18 21:16,1,neuroticism,Anxiety,2.5
2019-11-18 21:16,1,neuroticism,Depression,2
2019-11-18 21:16,1,neuroticism,Emotional.Volatility,2
2019-11-18 21:16,1,openness,Aesthetic.Sensitivity,3
2019-11-18 21:16,1,openness,Creative.Imagination,3.318788783915811
2019-11-18 21:16,1,openness,Intellectual.Curiosity,4
2019-11-19 1:00,2,agreeableness,Compassion,NA
2019-11-19 1:00,2,agreeableness,Respectfulness,NA
2019-11-19 1:00,2,agreeableness,Trust,NA
2019-11-19 1:00,2,conscientiousness,Organization,NA
2019-11-19 1:00,2,conscientiousness,Productiveness,NA
2019-11-19 1:00,2,conscientiousness,Responsibility,NA
2019-11-19 1:00,2,extraversion,Assertiveness,NA
2019-11-19 1:00,2,extraversion,Energy.Level,NA
2019-11-19 1:00,2,extraversion,Sociability,NA
2019-11-19 1:00,2,neuroticism,Anxiety,NA
2019-11-19 1:00,2,neuroticism,Depression,NA
2019-11-19 1:00,2,neuroticism,Emotional.Volatility,NA
2019-11-19 1:00,2,openness,Aesthetic.Sensitivity,NA
2019-11-19 1:00,2,openness,Creative.Imagination,NA
2019-11-19 1:00,2,openness,Intellectual.Curiosity,NA
2019-11-19 5:00,3,agreeableness,Compassion,NA
2019-11-19 5:00,3,agreeableness,Respectfulness,NA
2019-11-19 5:00,3,agreeableness,Trust,NA
2019-11-19 5:00,3,conscientiousness,Organization,NA
2019-11-19 5:00,3,conscientiousness,Productiveness,NA
2019-11-19 5:00,3,conscientiousness,Responsibility,NA
2019-11-19 5:00,3,extraversion,Assertiveness,NA
2019-11-19 5:00,3,extraversion,Energy.Level,NA
2019-11-19 5:00,3,extraversion,Sociability,NA
2019-11-19 5:00,3,neuroticism,Anxiety,NA
2019-11-19 5:00,3,neuroticism,Depression,NA
2019-11-19 5:00,3,neuroticism,Emotional.Volatility,NA
2019-11-19 5:00,3,openness,Aesthetic.Sensitivity,NA
2019-11-19 5:00,3,openness,Creative.Imagination,NA
2019-11-19 5:00,3,openness,Intellectual.Curiosity,NA
2019-11-19 6:30,4,agreeableness,Compassion,3.3333333333333335
2019-11-19 6:30,4,agreeableness,Respectfulness,2.3112389233863215
2019-11-19 6:30,4,agreeableness,Trust,2.98151248977614
2019-11-19 6:30,4,conscientiousness,Organization,3
2019-11-19 6:30,4,conscientiousness,Productiveness,2
2019-11-19 6:30,4,conscientiousness,Responsibility,3.147371728308817
2019-11-19 6:30,4,extraversion,Assertiveness,2.7073705656313702
2019-11-19 6:30,4,extraversion,Energy.Level,3
2019-11-19 6:30,4,extraversion,Sociability,2
2019-11-19 6:30,4,neuroticism,Anxiety,2
2019-11-19 6:30,4,neuroticism,Depression,3
2019-11-19 6:30,4,neuroticism,Emotional.Volatility,3
2019-11-19 6:30,4,openness,Aesthetic.Sensitivity,3
2019-11-19 6:30,4,openness,Creative.Imagination,2
2019-11-19 6:30,4,openness,Intellectual.Curiosity,3.6724666410731763
2019-11-19 9:00,5,agreeableness,Compassion,NA
2019-11-19 9:00,5,agreeableness,Respectfulness,NA
2019-11-19 9:00,5,agreeableness,Trust,NA
2019-11-19 9:00,5,conscientiousness,Organization,NA
2019-11-19 9:00,5,conscientiousness,Productiveness,NA
2019-11-19 9:00,5,conscientiousness,Responsibility,NA
2019-11-19 9:00,5,extraversion,Assertiveness,NA
2019-11-19 9:00,5,extraversion,Energy.Level,NA
2019-11-19 9:00,5,extraversion,Sociability,NA
2019-11-19 9:00,5,neuroticism,Anxiety,NA
2019-11-19 9:00,5,neuroticism,Depression,NA
2019-11-19 9:00,5,neuroticism,Emotional.Volatility,NA
2019-11-19 9:00,5,openness,Aesthetic.Sensitivity,NA
2019-11-19 9:00,5,openness,Creative.Imagination,NA
2019-11-19 9:00,5,openness,Intellectual.Curiosity,NA
2019-11-19 9:34,6,agreeableness,Compassion,2
2019-11-19 9:34,6,agreeableness,Respectfulness,4
2019-11-19 9:34,6,agreeableness,Trust,3.50976571268554
2019-11-19 9:34,6,conscientiousness,Organization,1.9397936810812784
2019-11-19 9:34,6,conscientiousness,Productiveness,3
2019-11-19 9:34,6,conscientiousness,Responsibility,2
2019-11-19 9:34,6,extraversion,Assertiveness,2.8839825110373667
2019-11-19 9:34,6,extraversion,Energy.Level,2
2019-11-19 9:34,6,extraversion,Sociability,2
2019-11-19 9:34,6,neuroticism,Anxiety,1.6666666666666667
2019-11-19 9:34,6,neuroticism,Depression,2
2019-11-19 9:34,6,neuroticism,Emotional.Volatility,1.531451328500634
2019-11-19 9:34,6,openness,Aesthetic.Sensitivity,2
2019-11-19 9:34,6,openness,Creative.Imagination,3
2019-11-19 9:34,6,openness,Intellectual.Curiosity,3.7535262529632103
2019-11-19 13:00,7,agreeableness,Compassion,NA
2019-11-19 13:00,7,agreeableness,Respectfulness,NA
2019-11-19 13:00,7,agreeableness,Trust,NA
2019-11-19 13:00,7,conscientiousness,Organization,NA
2019-11-19 13:00,7,conscientiousness,Productiveness,NA
2019-11-19 13:00,7,conscientiousness,Responsibility,NA
2019-11-19 13:00,7,extraversion,Assertiveness,NA
2019-11-19 13:00,7,extraversion,Energy.Level,NA
2019-11-19 13:00,7,extraversion,Sociability,NA
2019-11-19 13:00,7,neuroticism,Anxiety,NA
2019-11-19 13:00,7,neuroticism,Depression,NA
2019-11-19 13:00,7,neuroticism,Emotional.Volatility,NA
2019-11-19 13:00,7,openness,Aesthetic.Sensitivity,NA
2019-11-19 13:00,7,openness,Creative.Imagination,NA
2019-11-19 13:00,7,openness,Intellectual.Curiosity,NA
2019-11-19 17:00,8,agreeableness,Compassion,NA
2019-11-19 17:00,8,agreeableness,Respectfulness,NA
2019-11-19 17:00,8,agreeableness,Trust,NA
2019-11-19 17:00,8,conscientiousness,Organization,NA
2019-11-19 17:00,8,conscientiousness,Productiveness,NA
2019-11-19 17:00,8,conscientiousness,Responsibility,NA
2019-11-19 17:00,8,extraversion,Assertiveness,NA
2019-11-19 17:00,8,extraversion,Energy.Level,NA
