Full_Date,all_beeps,Trait,Facet,Item,value
2018-11-05 12:42,1,agreeableness,Compassion,A1,NA
2018-11-05 12:42,1,agreeableness,Compassion,A2,2
2018-11-05 12:42,1,agreeableness,Compassion,A3,NA
2018-11-05 12:42,1,agreeableness,Compassion,A4,2
2018-11-05 12:42,1,agreeableness,Respectfulness,A5,NA
2018-11-05 12:42,1,agreeableness,Respectfulness,A6,NA
2018-11-05 12:42,1,agreeableness,Respectfulness,A7,NA
2018-11-05 12:42,1,agreeableness,Respectfulness,A8,NA
2018-11-05 12:42,1,agreeableness,Trust,A10,NA
2018-11-05 12:42,1,agreeableness,Trust,A11,NA
2018-11-05 12:42,1,agreeableness,Trust,A12,NA
2018-11-05 12:42,1,agreeableness,Trust,A9,NA
2018-11-05 12:42,1,conscientiousness,Organization,C1,NA
2018-11-05 12:42,1,conscientiousness,Organization,C2,NA
2018-11-05 12:42,1,conscientiousness,Organization,C3,NA
2018-11-05 12:42,1,conscientiousness,Organization,C4,NA
2018-11-05 12:42,1,conscientiousness,Productiveness,C5,NA
2018-11-05 12:42,1,conscientiousness,Productiveness,C6,NA
2018-11-05 12:42,1,conscientiousness,Productiveness,C7,NA
2018-11-05 12:42,1,conscientiousness,Productiveness,C8,1
2018-11-05 12:42,1,conscientiousness,Responsibility,C10,NA
2018-11-05 12:42,1,conscientiousness,Responsibility,C11,NA
2018-11-05 12:42,1,conscientiousness,Responsibility,C12,2
2018-11-05 12:42,1,conscientiousness,Responsibility,C9,NA
2018-11-05 12:42,1,extraversion,Assertiveness,E5,NA
2018-11-05 12:42,1,extraversion,Assertiveness,E6,NA
2018-11-05 12:42,1,extraversion,Assertiveness,E7,3
2018-11-05 12:42,1,extraversion,Assertiveness,E8,NA
2018-11-05 12:42,1,extraversion,Energy Level,E10,4
2018-11-05 12:42,1,extraversion,Energy Level,E11,NA
2018-11-05 12:42,1,extraversion,Energy Level,E12,NA
2018-11-05 12:42,1,extraversion,Energy Level,E9,NA
2018-11-05 12:42,1,extraversion,Sociability,E1,NA
2018-11-05 12:42,1,extraversion,Sociability,E2,NA
2018-11-05 12:42,1,extraversion,Sociability,E3,NA
2018-11-05 12:42,1,extraversion,Sociability,E4,NA
2018-11-05 12:42,1,neuroticism,Anxiety,N1,NA
2018-11-05 12:42,1,neuroticism,Anxiety,N2,1
2018-11-05 12:42,1,neuroticism,Anxiety,N3,NA
2018-11-05 12:42,1,neuroticism,Anxiety,N4,NA
2018-11-05 12:42,1,neuroticism,Depression,N5,2
2018-11-05 12:42,1,neuroticism,Depression,N6,NA
2018-11-05 12:42,1,neuroticism,Depression,N7,NA
2018-11-05 12:42,1,neuroticism,Depression,N8,NA
2018-11-05 12:42,1,neuroticism,Emotional Volatility,N10,NA
2018-11-05 12:42,1,neuroticism,Emotional Volatility,N11,NA
2018-11-05 12:42,1,neuroticism,Emotional Volatility,N12,3
2018-11-05 12:42,1,neuroticism,Emotional Volatility,N9,NA
2018-11-05 12:42,1,openness,Aesthetic Sensitivity,O5,NA
2018-11-05 12:42,1,openness,Aesthetic Sensitivity,O6,NA
2018-11-05 12:42,1,openness,Aesthetic Sensitivity,O7,NA
2018-11-05 12:42,1,openness,Aesthetic Sensitivity,O8,NA
2018-11-05 12:42,1,openness,Creative Imagination,O10,NA
2018-11-05 12:42,1,openness,Creative Imagination,O11,NA
2018-11-05 12:42,1,openness,Creative Imagination,O12,NA
2018-11-05 12:42,1,openness,Creative Imagination,O9,5
2018-11-05 12:42,1,openness,Intellectual Curiosity,O1,NA
2018-11-05 12:42,1,openness,Intellectual Curiosity,O2,5
2018-11-05 12:42,1,openness,Intellectual Curiosity,O3,NA
2018-11-05 12:42,1,openness,Intellectual Curiosity,O4,NA
2018-11-05 15:08,2,agreeableness,Compassion,A1,NA
2018-11-05 15:08,2,agreeableness,Compassion,A2,NA
2018-11-05 15:08,2,agreeableness,Compassion,A3,NA
2018-11-05 15:08,2,agreeableness,Compassion,A4,4
2018-11-05 15:08,2,agreeableness,Respectfulness,A5,NA
2018-11-05 15:08,2,agreeableness,Respectfulness,A6,NA
2018-11-05 15:08,2,agreeableness,Respectfulness,A7,NA
2018-11-05 15:08,2,agreeableness,Respectfulness,A8,NA
2018-11-05 15:08,2,agreeableness,Trust,A10,NA
2018-11-05 15:08,2,agreeableness,Trust,A11,5
2018-11-05 15:08,2,agreeableness,Trust,A12,NA
2018-11-05 15:08,2,agreeableness,Trust,A9,NA
2018-11-05 15:08,2,conscientiousness,Organization,C1,NA
2018-11-05 15:08,2,conscientiousness,Organization,C2,NA
2018-11-05 15:08,2,conscientiousness,Organization,C3,NA
2018-11-05 15:08,2,conscientiousness,Organization,C4,NA
2018-11-05 15:08,2,conscientiousness,Productiveness,C5,NA
2018-11-05 15:08,2,conscientiousness,Productiveness,C6,NA
2018-11-05 15:08,2,conscientiousness,Productiveness,C7,2
2018-11-05 15:08,2,conscientiousness,Productiveness,C8,NA
2018-11-05 15:08,2,conscientiousness,Responsibility,C10,NA
2018-11-05 15:08,2,conscientiousness,Responsibility,C11,NA
2018-11-05 15:08,2,conscientiousness,Responsibility,C12,NA
2018-11-05 15:08,2,conscientiousness,Responsibility,C9,3
2018-11-05 15:08,2,extraversion,Assertiveness,E5,NA
2018-11-05 15:08,2,extraversion,Assertiveness,E6,NA
2018-11-05 15:08,2,extraversion,Assertiveness,E7,NA
2018-11-05 15:08,2,extraversion,Assertiveness,E8,4
2018-11-05 15:08,2,extraversion,Energy Level,E10,NA
2018-11-05 15:08,2,extraversion,Energy Level,E11,NA
2018-11-05 15:08,2,extraversion,Energy Level,E12,4
2018-11-05 15:08,2,extraversion,Energy Level,E9,NA
2018-11-05 15:08,2,extraversion,Sociability,E1,NA
2018-11-05 15:08,2,extraversion,Sociability,E2,NA
2018-11-05 15:08,2,extraversion,Sociability,E3,NA
2018-11-05 15:08,2,extraversion,Sociability,E4,NA
2018-11-05 15:08,2,neuroticism,Anxiety,N1,NA
2018-11-05 15:08,2,neuroticism,Anxiety,N2,2
2018-11-05 15:08,2,neuroticism,Anxiety,N3,NA
2018-11-05 15:08,2,neuroticism,Anxiety,N4,NA
2018-11-05 15:08,2,neuroticism,Depression,N5,1
2018-11-05 15:08,2,neuroticism,Depression,N6,3
2018-11-05 15:08,2,neuroticism,Depression,N7,NA
2018-11-05 15:08,2,neuroticism,Depression,N8,3
2018-11-05 15:08,2,neuroticism,Emotional Volatility,N10,NA
2018-11-05 15:08,2,neuroticism,Emotional Volatility,N11,NA
2018-11-05 15:08,2,neuroticism,Emotional Volatility,N12,NA
2018-11-05 15:08,2,neuroticism,Emotional Volatility,N9,NA
2018-11-05 15:08,2,openness,Aesthetic Sensitivity,O5,NA
2018-11-05 15:08,2,openness,Aesthetic Sensitivity,O6,NA
2018-11-05 15:08,2,openness,Aesthetic Sensitivity,O7,3
2018-11-05 15:08,2,openness,Aesthetic Sensitivity,O8,NA
2018-11-05 15:08,2,openness,Creative Imagination,O10,NA
2018-11-05 15:08,2,openness,Creative Imagination,O11,3
2018-11-05 15:08,2,openness,Creative Imagination,O12,NA
2018-11-05 15:08,2,openness,Creative Imagination,O9,NA
2018-11-05 15:08,2,openness,Intellectual Curiosity,O1,NA
2018-11-05 15:08,2,openness,Intellectual Curiosity,O2,NA
2018-11-05 15:08,2,openness,Intellectual Curiosity,O3,NA
2018-11-05 15:08,2,openness,Intellectual Curiosity,O4,NA
2018-11-05 18:41,3,agreeableness,Compassion,A1,NA
2018-11-05 18:41,3,agreeableness,Compassion,A2,NA
2018-11-05 18:41,3,agreeableness,Compassion,A3,3
2018-11-05 18:41,3,agreeableness,Compassion,A4,NA
2018-11-05 18:41,3,agreeableness,Respectfulness,A5,NA
2018-11-05 18:41,3,agreeableness,Respectfulness,A6,NA
2018-11-05 18:41,3,agreeableness,Respectfulness,A7,3
2018-11-05 18:41,3,agreeableness,Respectfulness,A8,NA
2018-11-05 18:41,3,agreeableness,Trust,A10,NA
2018-11-05 18:41,3,agreeableness,Trust,A11,NA
2018-11-05 18:41,3,agreeableness,Trust,A12,NA
2018-11-05 18:41,3,agreeableness,Trust,A9,NA
2018-11-05 18:41,3,conscientiousness,Organization,C1,NA
2018-11-05 18:41,3,conscientiousness,Organization,C2,NA
2018-11-05 18:41,3,conscientiousness,Organization,C3,NA
2018-11-05 18:41,3,conscientiousness,Organization,C4,NA
2018-11-05 18:41,3,conscientiousness,Productiveness,C5,NA
2018-11-05 18:41,3,conscientiousness,Productiveness,C6,NA
2018-11-05 18:41,3,conscientiousness,Productiveness,C7,NA
2018-11-05 18:41,3,conscientiousness,Productiveness,C8,4
2018-11-05 18:41,3,conscientiousness,Responsibility,C10,NA
2018-11-05 18:41,3,conscientiousness,Responsibility,C11,NA
2018-11-05 18:41,3,conscientiousness,Responsibility,C12,3
2018-11-05 18:41,3,conscientiousness,Responsibility,C9,NA
2018-11-05 18:41,3,extraversion,Assertiveness,E5,NA
2018-11-05 18:41,3,extraversion,Assertiveness,E6,4
2018-11-05 18:41,3,extraversion,Assertiveness,E7,NA
2018-11-05 18:41,3,extraversion,Assertiveness,E8,NA
2018-11-05 18:41,3,extraversion,Energy Level,E10,NA
2018-11-05 18:41,3,extraversion,Energy Level,E11,3
2018-11-05 18:41,3,extraversion,Energy Level,E12,NA
2018-11-05 18:41,3,extraversion,Energy Level,E9,NA
2018-11-05 18:41,3,extraversion,Sociability,E1,NA
2018-11-05 18:41,3,extraversion,Sociability,E2,NA
2018-11-05 18:41,3,extraversion,Sociability,E3,NA
2018-11-05 18:41,3,extraversion,Sociability,E4,NA
2018-11-05 18:41,3,neuroticism,Anxiety,N1,NA
2018-11-05 18:41,3,neuroticism,Anxiety,N2,3
2018-11-05 18:41,3,neuroticism,Anxiety,N3,NA
2018-11-05 18:41,3,neuroticism,Anxiety,N4,NA
2018-11-05 18:41,3,neuroticism,Depression,N5,3
2018-11-05 18:41,3,neuroticism,Depression,N6,NA
2018-11-05 18:41,3,neuroticism,Depression,N7,NA
2018-11-05 18:41,3,neuroticism,Depression,N8,NA
2018-11-05 18:41,3,neuroticism,Emotional Volatility,N10,NA
2018-11-05 18:41,3,neuroticism,Emotional Volatility,N11,4
2018-11-05 18:41,3,neuroticism,Emotional Volatility,N12,4
2018-11-05 18:41,3,neuroticism,Emotional Volatility,N9,NA
2018-11-05 18:41,3,openness,Aesthetic Sensitivity,O5,NA
2018-11-05 18:41,3,openness,Aesthetic Sensitivity,O6,NA
2018-11-05 18:41,3,openness,Aesthetic Sensitivity,O7,NA
2018-11-05 18:41,3,openness,Aesthetic Sensitivity,O8,NA
2018-11-05 18:41,3,openness,Creative Imagination,O10,NA
2018-11-05 18:41,3,openness,Creative Imagination,O11,NA
2018-11-05 18:41,3,openness,Creative Imagination,O12,NA
2018-11-05 18:41,3,openness,Creative Imagination,O9,NA
2018-11-05 18:41,3,openness,Intellectual Curiosity,O1,NA
2018-11-05 18:41,3,openness,Intellectual Curiosity,O2,3
2018-11-05 18:41,3,openness,Intellectual Curiosity,O3,3
2018-11-05 18:41,3,openness,Intellectual Curiosity,O4,NA
2018-11-05 19:01,4,agreeableness,Compassion,A1,NA
2018-11-05 19:01,4,agreeableness,Compassion,A2,NA
2018-11-05 19:01,4,agreeableness,Compassion,A3,NA
2018-11-05 19:01,4,agreeableness,Compassion,A4,NA
2018-11-05 19:01,4,agreeableness,Respectfulness,A5,NA
2018-11-05 19:01,4,agreeableness,Respectfulness,A6,NA
2018-11-05 19:01,4,agreeableness,Respectfulness,A7,NA
2018-11-05 19:01,4,agreeableness,Respectfulness,A8,NA
2018-11-05 19:01,4,agreeableness,Trust,A10,3
2018-11-05 19:01,4,agreeableness,Trust,A11,3
2018-11-05 19:01,4,agreeableness,Trust,A12,NA
2018-11-05 19:01,4,agreeableness,Trust,A9,NA
2018-11-05 19:01,4,conscientiousness,Organization,C1,NA
2018-11-05 19:01,4,conscientiousness,Organization,C2,NA
2018-11-05 19:01,4,conscientiousness,Organization,C3,4
2018-11-05 19:01,4,conscientiousness,Organization,C4,NA
2018-11-05 19:01,4,conscientiousness,Productiveness,C5,NA
2018-11-05 19:01,4,conscientiousness,Productiveness,C6,NA
2018-11-05 19:01,4,conscientiousness,Productiveness,C7,NA
2018-11-05 19:01,4,conscientiousness,Productiveness,C8,NA
2018-11-05 19:01,4,conscientiousness,Responsibility,C10,NA
2018-11-05 19:01,4,conscientiousness,Responsibility,C11,3
2018-11-05 19:01,4,conscientiousness,Responsibility,C12,NA
2018-11-05 19:01,4,conscientiousness,Responsibility,C9,NA
2018-11-05 19:01,4,extraversion,Assertiveness,E5,NA
2018-11-05 19:01,4,extraversion,Assertiveness,E6,3
2018-11-05 19:01,4,extraversion,Assertiveness,E7,NA
2018-11-05 19:01,4,extraversion,Assertiveness,E8,NA
2018-11-05 19:01,4,extraversion,Energy Level,E10,NA
2018-11-05 19:01,4,extraversion,Energy Level,E11,3
2018-11-05 19:01,4,extraversion,Energy Level,E12,NA
2018-11-05 19:01,4,extraversion,Energy Level,E9,NA
2018-11-05 19:01,4,extraversion,Sociability,E1,NA
2018-11-05 19:01,4,extraversion,Sociability,E2,NA
2018-11-05 19:01,4,extraversion,Sociability,E3,NA
2018-11-05 19:01,4,extraversion,Sociability,E4,NA
2018-11-05 19:01,4,neuroticism,Anxiety,N1,NA
2018-11-05 19:01,4,neuroticism,Anxiety,N2,3
2018-11-05 19:01,4,neuroticism,Anxiety,N3,NA
2018-11-05 19:01,4,neuroticism,Anxiety,N4,NA
2018-11-05 19:01,4,neuroticism,Depression,N5,3
2018-11-05 19:01,4,neuroticism,Depression,N6,NA
2018-11-05 19:01,4,neuroticism,Depression,N7,4
2018-11-05 19:01,4,neuroticism,Depression,N8,NA
2018-11-05 19:01,4,neuroticism,Emotional Volatility,N10,NA
2018-11-05 19:01,4,neuroticism,Emotional Volatility,N11,4
2018-11-05 19:01,4,neuroticism,Emotional Volatility,N12,NA
2018-11-05 19:01,4,neuroticism,Emotional Volatility,N9,NA
2018-11-05 19:01,4,openness,Aesthetic Sensitivity,O5,NA
2018-11-05 19:01,4,openness,Aesthetic Sensitivity,O6,NA
2018-11-05 19:01,4,openness,Aesthetic Sensitivity,O7,NA
2018-11-05 19:01,4,openness,Aesthetic Sensitivity,O8,NA
2018-11-05 19:01,4,openness,Creative Imagination,O10,NA
2018-11-05 19:01,4,openness,Creative Imagination,O11,NA
2018-11-05 19:01,4,openness,Creative Imagination,O12,NA
2018-11-05 19:01,4,openness,Creative Imagination,O9,4
2018-11-05 19:01,4,openness,Intellectual Curiosity,O1,NA
2018-11-05 19:01,4,openness,Intellectual Curiosity,O2,NA
2018-11-05 19:01,4,openness,Intellectual Curiosity,O3,NA
2018-11-05 19:01,4,openness,Intellectual Curiosity,O4,4
2018-11-05 23:00,5,agreeableness,Compassion,A1,NA
2018-11-05 23:00,5,agreeableness,Compassion,A2,NA
2018-11-05 23:00,5,agreeableness,Compassion,A3,NA
2018-11-05 23:00,5,agreeableness,Compassion,A4,NA
2018-11-05 23:00,5,agreeableness,Respectfulness,A5,NA
2018-11-05 23:00,5,agreeableness,Respectfulness,A6,NA
2018-11-05 23:00,5,agreeableness,Respectfulness,A7,NA
2018-11-05 23:00,5,agreeableness,Respectfulness,A8,NA
2018-11-05 23:00,5,agreeableness,Trust,A10,NA
2018-11-05 23:00,5,agreeableness,Trust,A11,NA
2018-11-05 23:00,5,agreeableness,Trust,A12,NA
2018-11-05 23:00,5,agreeableness,Trust,A9,NA
2018-11-05 23:00,5,conscientiousness,Organization,C1,NA
2018-11-05 23:00,5,conscientiousness,Organization,C2,NA
2018-11-05 23:00,5,conscientiousness,Organization,C3,NA
2018-11-05 23:00,5,conscientiousness,Organization,C4,NA
2018-11-05 23:00,5,conscientiousness,Productiveness,C5,NA
2018-11-05 23:00,5,conscientiousness,Productiveness,C6,NA
2018-11-05 23:00,5,conscientiousness,Productiveness,C7,NA
2018-11-05 23:00,5,conscientiousness,Productiveness,C8,NA
2018-11-05 23:00,5,conscientiousness,Responsibility,C10,NA
2018-11-05 23:00,5,conscientiousness,Responsibility,C11,NA
2018-11-05 23:00,5,conscientiousness,Responsibility,C12,NA
2018-11-05 23:00,5,conscientiousness,Responsibility,C9,NA
2018-11-05 23:00,5,extraversion,Assertiveness,E5,NA
2018-11-05 23:00,5,extraversion,Assertiveness,E6,NA
2018-11-05 23:00,5,extraversion,Assertiveness,E7,NA
2018-11-05 23:00,5,extraversion,Assertiveness,E8,NA
2018-11-05 23:00,5,extraversion,Energy Level,E10,NA
2018-11-05 23:00,5,extraversion,Energy Level,E11,NA
2018-11-05 23:00,5,extraversion,Energy Level,E12,NA
2018-11-05 23:00,5,extraversion,Energy Level,E9,NA
2018-11-05 23:00,5,extraversion,Sociability,E1,NA
2018-11-05 23:00,5,extraversion,Sociability,E2,NA
2018-11-05 23:00,5,extraversion,Sociability,E3,NA
2018-11-05 23:00,5,extraversion,Sociability,E4,NA
2018-11-05 23:00,5,neuroticism,Anxiety,N1,NA
2018-11-05 23:00,5,neuroticism,Anxiety,N2,NA
2018-11-05 23:00,5,neuroticism,Anxiety,N3,NA
2018-11-05 23:00,5,neuroticism,Anxiety,N4,NA
2018-11-05 23:00,5,neuroticism,Depression,N5,NA
2018-11-05 23:00,5,neuroticism,Depression,N6,NA
2018-11-05 23:00,5,neuroticism,Depression,N7,NA
2018-11-05 23:00,5,neuroticism,Depression,N8,NA
2018-11-05 23:00,5,neuroticism,Emotional Volatility,N10,NA
2018-11-05 23:00,5,neuroticism,Emotional Volatility,N11,NA
2018-11-05 23:00,5,neuroticism,Emotional Volatility,N12,NA
2018-11-05 23:00,5,neuroticism,Emotional Volatility,N9,NA
2018-11-05 23:00,5,openness,Aesthetic Sensitivity,O5,NA
2018-11-05 23:00,5,openness,Aesthetic Sensitivity,O6,NA
2018-11-05 23:00,5,openness,Aesthetic Sensitivity,O7,NA
2018-11-05 23:00,5,openness,Aesthetic Sensitivity,O8,NA
2018-11-05 23:00,5,openness,Creative Imagination,O10,NA
2018-11-05 23:00,5,openness,Creative Imagination,O11,NA
2018-11-05 23:00,5,openness,Creative Imagination,O12,NA
2018-11-05 23:00,5,openness,Creative Imagination,O9,NA
2018-11-05 23:00,5,openness,Intellectual Curiosity,O1,NA
2018-11-05 23:00,5,openness,Intellectual Curiosity,O2,NA
2018-11-05 23:00,5,openness,Intellectual Curiosity,O3,NA
2018-11-05 23:00,5,openness,Intellectual Curiosity,O4,NA
2018-11-06 0:09,6,agreeableness,Compassion,A1,NA
2018-11-06 0:09,6,agreeableness,Compassion,A2,NA
2018-11-06 0:09,6,agreeableness,Compassion,A3,4
2018-11-06 0:09,6,agreeableness,Compassion,A4,NA
2018-11-06 0:09,6,agreeableness,Respectfulness,A5,NA
2018-11-06 0:09,6,agreeableness,Respectfulness,A6,NA
2018-11-06 0:09,6,agreeableness,Respectfulness,A7,NA
2018-11-06 0:09,6,agreeableness,Respectfulness,A8,NA
2018-11-06 0:09,6,agreeableness,Trust,A10,NA
2018-11-06 0:09,6,agreeableness,Trust,A11,NA
2018-11-06 0:09,6,agreeableness,Trust,A12,NA
2018-11-06 0:09,6,agreeableness,Trust,A9,3
2018-11-06 0:09,6,conscientiousness,Organization,C1,NA
2018-11-06 0:09,6,conscientiousness,Organization,C2,NA
2018-11-06 0:09,6,conscientiousness,Organization,C3,NA
2018-11-06 0:09,6,conscientiousness,Organization,C4,NA
2018-11-06 0:09,6,conscientiousness,Productiveness,C5,NA
2018-11-06 0:09,6,conscientiousness,Productiveness,C6,NA
2018-11-06 0:09,6,conscientiousness,Productiveness,C7,2
2018-11-06 0:09,6,conscientiousness,Productiveness,C8,NA
2018-11-06 0:09,6,conscientiousness,Responsibility,C10,NA
2018-11-06 0:09,6,conscientiousness,Responsibility,C11,3
2018-11-06 0:09,6,conscientiousness,Responsibility,C12,NA
2018-11-06 0:09,6,conscientiousness,Responsibility,C9,NA
2018-11-06 0:09,6,extraversion,Assertiveness,E5,NA
2018-11-06 0:09,6,extraversion,Assertiveness,E6,3
2018-11-06 0:09,6,extraversion,Assertiveness,E7,NA
2018-11-06 0:09,6,extraversion,Assertiveness,E8,NA
2018-11-06 0:09,6,extraversion,Energy Level,E10,NA
2018-11-06 0:09,6,extraversion,Energy Level,E11,4
2018-11-06 0:09,6,extraversion,Energy Level,E12,NA
2018-11-06 0:09,6,extraversion,Energy Level,E9,NA
2018-11-06 0:09,6,extraversion,Sociability,E1,NA
2018-11-06 0:09,6,extraversion,Sociability,E2,NA
2018-11-06 0:09,6,extraversion,Sociability,E3,NA
2018-11-06 0:09,6,extraversion,Sociability,E4,NA
2018-11-06 0:09,6,neuroticism,Anxiety,N1,4
2018-11-06 0:09,6,neuroticism,Anxiety,N2,4
2018-11-06 0:09,6,neuroticism,Anxiety,N3,NA
2018-11-06 0:09,6,neuroticism,Anxiety,N4,NA
2018-11-06 0:09,6,neuroticism,Depression,N5,4
2018-11-06 0:09,6,neuroticism,Depression,N6,NA
2018-11-06 0:09,6,neuroticism,Depression,N7,NA
2018-11-06 0:09,6,neuroticism,Depression,N8,NA
2018-11-06 0:09,6,neuroticism,Emotional Volatility,N10,NA
2018-11-06 0:09,6,neuroticism,Emotional Volatility,N11,NA
2018-11-06 0:09,6,neuroticism,Emotional Volatility,N12,NA
2018-11-06 0:09,6,neuroticism,Emotional Volatility,N9,3
2018-11-06 0:09,6,openness,Aesthetic Sensitivity,O5,NA
2018-11-06 0:09,6,openness,Aesthetic Sensitivity,O6,NA
2018-11-06 0:09,6,openness,Aesthetic Sensitivity,O7,NA
2018-11-06 0:09,6,openness,Aesthetic Sensitivity,O8,NA
2018-11-06 0:09,6,openness,Creative Imagination,O10,4
2018-11-06 0:09,6,openness,Creative Imagination,O11,NA
2018-11-06 0:09,6,openness,Creative Imagination,O12,NA
2018-11-06 0:09,6,openness,Creative Imagination,O9,NA
2018-11-06 0:09,6,openness,Intellectual Curiosity,O1,NA
2018-11-06 0:09,6,openness,Intellectual Curiosity,O2,NA
2018-11-06 0:09,6,openness,Intellectual Curiosity,O3,2
2018-11-06 0:09,6,openness,Intellectual Curiosity,O4,NA
2018-11-06 7:00,7,agreeableness,Compassion,A1,NA
2018-11-06 7:00,7,agreeableness,Compassion,A2,NA
2018-11-06 7:00,7,agreeableness,Compassion,A3,NA
2018-11-06 7:00,7,agreeableness,Compassion,A4,NA
2018-11-06 7:00,7,agreeableness,Respectfulness,A5,NA
2018-11-06 7:00,7,agreeableness,Respectfulness,A6,NA
2018-11-06 7:00,7,agreeableness,Respectfulness,A7,NA
2018-11-06 7:00,7,agreeableness,Respectfulness,A8,NA
2018-11-06 7:00,7,agreeableness,Trust,A10,NA
2018-11-06 7:00,7,agreeableness,Trust,A11,NA
2018-11-06 7:00,7,agreeableness,Trust,A12,NA
